accession,pubmed_ids,dois,pmcids
PXD028537,[34830790],10.3390/cancers13225635,PMC8615993
PXD028538,,10.1126/SCIADV.ADF0345,
PXD028539,[35628842],10.3390/jcm11102716,PMC9143131
PXD028540,[34667203],10.1038/s41467-021-26324-6,PMC8526568
PXD028541,[35065923],10.1016/j.jlr.2022.100172,PMC8953689
PXD028545,[35548300],10.3389/fpls.2022.853195,PMC9083198
PXD028546,[34758328],10.1016/j.celrep.2021.109965,PMC8656434
PXD028547,[35906520],10.1007/s11356-022-22179-6,PMC9813169
PXD028551,[34815414],"10.1038/s41536-021-00184-6,10.1038/S41536-021-00184-6",PMC8611088
PXD028553,[34622934],10.1042/bcj20210696,PMC8652583
PXD028554,[35402076],10.1016/j.omtn.2022.03.009,PMC8971682
PXD028557,[34753942],10.1038/s41467-021-26810-x,PMC8578637
PXD028561,,10.1016/J.CELL.2022.12.004,
PXD028562,[35927299],10.1038/s41598-022-16250-y,PMC9352774
PXD028563,[35946785],10.1093/plphys/kiac362,PMC9614465
PXD028564,[35014747],10.1002/pmic.202100227,
PXD028566,,10.1093/NAR/GKAC642,
PXD028568,[34725037],10.7554/elife.74005,PMC8608388
PXD028570,,10.1097/MPA.0000000000002063,
PXD028574,[34978130],10.1111/1462-2920.15886,PMC9303578
PXD028575,[34978130],10.1111/1462-2920.15886,PMC9303578
PXD028577,,10.3389/FPHAR.2021.769703,
PXD028582,[34699250],10.1126/scisignal.abe3410,PMC8815314
PXD028584,[35065666],10.1186/s13395-021-00285-2,PMC8783446
PXD028585,[35923910],10.2147/jir.s368779,PMC9342659
PXD028586,[34978130],10.1111/1462-2920.15886,PMC9303578
PXD028590,,10.1016/J.CELREP.2022.111074,
PXD028591,,10.1038/S41467-022-32763-6,
PXD028595,[36006241],10.1083/jcb.202111084,PMC9418836
PXD028596,[34716343],10.1038/s41467-021-26525-z,PMC8556236
PXD028597,[35656858],10.1002/jev2.12232,PMC9164146
PXD028599,[34758356],10.1016/j.jbc.2021.101387,PMC8683598
PXD028602,,10.7783/KJMCS.2021.29.6.369,
PXD028604,[35145494],10.3389/fmicb.2021.789042,PMC8822148
PXD028605,[35166117],10.1021/acs.jproteome.1c00971,
PXD028613,,10.1016/J.CELREP.2023.112084,
PXD028618,,10.1021/ACS.JPROTEOME.1C00757,
PXD028619,[35095797],10.3389/fmicb.2021.785161,PMC8792954
PXD028620,[35804617],10.3390/ani12131718,PMC9264836
PXD028632,[35156921],"10.7554/elife.73796,10.7554/ELIFE.73796",PMC8843093
PXD028633,"[34798331, 34723952]","10.1016/j.mcpro.2021.100178,10.3791/63052",PMC8717601
PXD028634,[35275789],10.1073/pnas.2106053119,PMC8931255
PXD028635,,10.1093/NAR/GKAC722,
PXD028636,,10.1093/NAR/GKAC722,
PXD028637,[35042867],10.1038/s41467-021-27940-y,PMC8766458
PXD028640,,10.1021/ACSOMEGA.0C06111,
PXD028641,[35523980],10.1038/s41598-022-11434-y,PMC9076671
PXD028644,[34922014],10.1016/j.jprot.2021.104461,
PXD028649,[34730826],10.1093/molbev/msab315,PMC8752119
PXD028650,[35888016],10.3390/life12070926,PMC9318838
PXD028651,[34771740],10.3390/cancers13215580,PMC8582933
PXD028652,[34853317],10.1038/s41467-021-27388-0,PMC8636562
PXD028657,[34829264],10.3390/jof7110977,PMC8625442
PXD028659,[35923910],10.2147/jir.s368779,PMC9342659
PXD028663,[35292347],10.1016/j.jmb.2022.167541,
PXD028664,[34746269],10.3389/fcvm.2021.758035,PMC8569131
